DATE,USDJPY,GBPUSD,USDCAD,AUDUSD,NZDUSD,USDCHF,USDNOK,USDSEK,EURUSD
1/1/2001,116.6719,1.4775,1.5032,0.5552,0.4442,1.6305,8.7817,9.491,0.9376
2/1/2001,116.2337,1.4525,1.5216,0.5338,0.4345,1.6686,8.918,9.7518,0.9205
3/1/2001,121.505,1.4445,1.5587,0.5031,0.4182,1.6908,8.9859,10.0516,0.9083
4/1/2001,123.771,1.4348,1.5578,0.5016,0.4069,1.7131,9.092,10.2035,0.8925
5/1/2001,121.7682,1.4265,1.5411,0.5199,0.4218,1.7528,9.138,10.3513,0.8753
6/1/2001,122.351,1.402,1.5245,0.518,0.4141,1.7856,9.3014,10.793,0.853
7/1/2001,124.4981,1.4148,1.5308,0.5089,0.4081,1.757,9.2566,10.7603,0.8615
8/1/2001,121.367,1.4372,1.5399,0.5246,0.4314,1.6808,8.9427,10.3329,0.9014
9/1/2001,118.6117,1.4638,1.5679,0.5036,0.4173,1.6338,8.7691,10.6353,0.9114
10/1/2001,121.4536,1.4501,1.5717,0.5042,0.4139,1.6357,8.8329,10.5661,0.905
11/1/2001,122.4055,1.4356,1.5922,0.5165,0.4158,1.6509,8.9296,10.6117,0.8883
12/1/2001,127.5945,1.4413,1.5788,0.5138,0.4157,1.6566,8.9713,10.5753,0.8912
1/1/2002,132.6833,1.4322,1.5997,0.517,0.4245,1.6709,8.9684,10.4561,0.8832
2/1/2002,133.6426,1.4227,1.5964,0.5128,0.4187,1.697,8.9492,10.5501,0.8707
3/1/2002,131.061,1.423,1.5877,0.5256,0.4333,1.6743,8.8072,10.3324,0.8766
4/1/2002,130.7718,1.4429,1.5815,0.5352,0.4428,1.6542,8.6102,10.307,0.886
5/1/2002,126.375,1.4598,1.5502,0.5498,0.461,1.5889,8.205,10.0642,0.917
6/1/2002,123.2905,1.4837,1.5318,0.5682,0.4886,1.5399,7.7533,9.5376,0.9561
7/1/2002,117.8991,1.5565,1.5456,0.5538,0.4809,1.4718,7.4694,9.3474,0.9935
8/1/2002,118.9927,1.5368,1.5694,0.5413,0.4635,1.4972,7.6042,9.461,0.9781
9/1/2002,121.078,1.5563,1.5761,0.5465,0.4702,1.4931,7.5018,9.34,0.9806
10/1/2002,123.9077,1.5575,1.578,0.5502,0.4818,1.4932,7.4873,9.2846,0.9812
11/1/2002,121.6079,1.5711,1.5715,0.5613,0.4973,1.4658,7.3157,9.0652,1.0013
12/1/2002,121.8929,1.5863,1.5592,0.5624,0.5108,1.4388,7.1557,8.9303,1.0194
1/1/2003,118.8133,1.6175,1.5414,0.5829,0.5398,1.3765,6.9138,8.6368,1.0622
2/1/2003,119.3379,1.6079,1.5121,0.5956,0.5539,1.3602,7.0004,8.4837,1.0785
3/1/2003,118.6871,1.5825,1.4761,0.6015,0.5537,1.3614,7.276,8.544,1.0797
4/1/2003,119.895,1.5739,1.4582,0.61,0.5518,1.3783,7.2032,8.4314,1.0862
5/1/2003,117.3681,1.6224,1.384,0.6468,0.5756,1.3111,6.8145,7.9213,1.1556
6/1/2003,118.329,1.6609,1.3525,0.6652,0.5815,1.3196,7.0093,7.8116,1.1674
7/1/2003,118.6959,1.6221,1.3821,0.6607,0.5864,1.3611,7.2924,8.0929,1.1365
8/1/2003,118.6624,1.5939,1.3963,0.6518,0.5829,1.3811,7.4096,8.2821,1.1155
9/1/2003,114.8,1.6155,1.3634,0.6635,0.5843,1.3743,7.2782,8.0426,1.1267
10/1/2003,109.4955,1.6792,1.3221,0.6948,0.602,1.3222,7.0331,7.6957,1.1714
11/1/2003,109.1778,1.6897,1.313,0.7158,0.6285,1.3318,7.0054,7.6799,1.171
12/1/2003,107.7377,1.7516,1.3128,0.7391,0.6471,1.2643,6.7128,7.3395,1.2298
1/1/2004,106.2685,1.8255,1.2958,0.7717,0.6738,1.2391,6.8117,7.2334,1.2638
2/1/2004,106.7079,1.8673,1.3299,0.777,0.6916,1.2448,6.9508,7.263,1.264
3/1/2004,108.5157,1.8261,1.3286,0.7496,0.6607,1.2778,6.9598,7.5322,1.2261
4/1/2004,107.6564,1.8031,1.342,0.7443,0.6415,1.2969,6.9263,7.6496,1.1989
5/1/2004,112.196,1.786,1.3789,0.7039,0.6151,1.2839,6.8428,7.6097,1.2
6/1/2004,109.4336,1.8279,1.3578,0.6937,0.6284,1.2503,6.8279,7.5323,1.2146
7/1/2004,109.4871,1.8438,1.3225,0.7161,0.6467,1.2452,6.9126,7.5027,1.2266
8/1/2004,110.2336,1.8203,1.3127,0.7111,0.6561,1.2623,6.8369,7.5362,1.2191
9/1/2004,110.0914,1.7937,1.2881,0.7028,0.6594,1.2629,6.8416,7.4356,1.2224
10/1/2004,108.7835,1.8077,1.2469,0.7337,0.6846,1.233,6.5809,7.2453,1.2507
11/1/2004,104.699,1.8607,1.1968,0.7704,0.7009,1.1711,6.27,6.9257,1.2997
12/1/2004,103.8104,1.9286,1.2189,0.7675,0.7149,1.1465,6.1355,6.6969,1.3406
1/1/2005,103.341,1.8797,1.2248,0.7668,0.7065,1.1792,6.2672,6.8991,1.3123
2/1/2005,104.9442,1.8871,1.2401,0.7812,0.7155,1.1918,6.396,6.98,1.3013
3/1/2005,105.2543,1.9043,1.216,0.7848,0.73,1.1756,6.2116,6.8954,1.3185
4/1/2005,107.1938,1.8961,1.2359,0.7738,0.7209,1.1954,6.3147,7.0814,1.2943
5/1/2005,106.5952,1.8559,1.2555,0.7663,0.7191,1.2172,6.3656,7.2382,1.2697
6/1/2005,108.7473,1.8177,1.2402,0.7667,0.7083,1.2665,6.4936,7.6229,1.2155
7/1/2005,111.9535,1.7507,1.2229,0.7524,0.6789,1.2945,6.5783,7.8263,1.2041
8/1/2005,110.6065,1.7944,1.2043,0.7614,0.6956,1.2629,6.4367,7.5951,1.2295
9/1/2005,111.239,1.8064,1.1777,0.7651,0.6987,1.2671,6.383,7.63,1.2234
10/1/2005,114.8695,1.7651,1.1774,0.7535,0.6983,1.288,6.5103,7.8433,1.2022
11/1/2005,118.454,1.7349,1.1815,0.7353,0.6897,1.311,6.6399,8.1157,1.1789
12/1/2005,118.4624,1.7458,1.1615,0.7423,0.6947,1.3053,6.7242,7.9518,1.1861
1/1/2006,115.4765,1.7686,1.1572,0.7505,0.6872,1.2773,6.6287,7.6697,1.2126
2/1/2006,117.8605,1.748,1.1489,0.7418,0.6735,1.3052,6.7526,7.8226,1.194
3/1/2006,117.2778,1.7442,1.1573,0.7266,0.6342,1.305,6.6317,7.8109,1.2028
4/1/2006,117.0695,1.768,1.1441,0.7369,0.622,1.283,6.3922,7.6005,1.2273
5/1/2006,111.7305,1.8687,1.11,0.7639,0.6311,1.219,6.104,7.305,1.2767
6/1/2006,114.625,1.8435,1.1137,0.7399,0.619,1.2321,6.207,7.2949,1.2661
7/1/2006,115.767,1.8443,1.1294,0.7528,0.6178,1.2376,6.2617,7.2654,1.2681
8/1/2006,115.9243,1.8941,1.1182,0.7631,0.6348,1.2318,6.2423,7.189,1.281
9/1/2006,117.2145,1.8839,1.1161,0.7549,0.6551,1.2455,6.5008,7.2844,1.2722
10/1/2006,118.609,1.8765,1.1285,0.7544,0.6621,1.2602,6.6591,7.3338,1.2617
11/1/2006,117.3205,1.9125,1.1359,0.7728,0.6693,1.2356,6.3991,7.0612,1.2888
12/1/2006,117.322,1.9629,1.1532,0.7858,0.6933,1.2099,6.1826,6.8398,1.3205
1/1/2007,120.4471,1.9587,1.1763,0.7826,0.6947,1.2431,6.3656,6.9901,1.2993
2/1/2007,120.5047,1.9589,1.171,0.783,0.6934,1.2393,6.186,7.02,1.308
3/1/2007,117.26,1.9474,1.1682,0.7932,0.6995,1.2178,6.1401,7.0171,1.3246
4/1/2007,118.9324,1.9879,1.135,0.8273,0.7345,1.2124,6.0098,6.8371,1.3513
5/1/2007,120.7732,1.9842,1.0951,0.8254,0.7334,1.2211,6.022,6.8094,1.3518
6/1/2007,122.6886,1.9867,1.0651,0.8423,0.757,1.233,5.998,6.9485,1.3421
7/1/2007,121.4148,2.0355,1.0502,0.8677,0.7862,1.2069,5.7807,6.6933,1.3726
8/1/2007,116.7335,2.011,1.0579,0.8291,0.7259,1.2027,5.8492,6.8429,1.3626
9/1/2007,115.0435,2.0184,1.0267,0.8461,0.7188,1.1852,5.6256,6.6713,1.391
10/1/2007,115.8661,2.0449,0.9754,0.8996,0.7603,1.1741,5.4023,6.4439,1.4233
11/1/2007,111.0729,2.0701,0.9672,0.8961,0.7631,1.1233,5.4156,6.3242,1.4683
12/1/2007,112.449,2.0161,1.0021,0.8719,0.769,1.1402,5.5,6.4764,1.4559
1/1/2008,107.8181,1.9702,1.0099,0.8823,0.774,1.1006,5.3993,6.3978,1.4728
2/1/2008,107.03,1.9646,0.9986,0.9133,0.7969,1.089,5.3851,6.345,1.4759
3/1/2008,100.7562,2.0015,1.0029,0.9221,0.8004,1.0126,5.1495,6.0613,1.552
4/1/2008,102.6777,1.9816,1.0137,0.9309,0.7897,1.0138,5.0541,5.947,1.5754
5/1/2008,104.3595,1.965,0.9993,0.9492,0.7777,1.0448,5.0571,5.9887,1.5554
6/1/2008,106.9152,1.9664,1.0166,0.9511,0.7616,1.0371,5.1351,6.0249,1.5562
7/1/2008,106.8518,1.9888,1.013,0.962,0.7546,1.0283,5.1058,6.0015,1.5759
8/1/2008,109.3624,1.8865,1.0535,0.8815,0.7091,1.0841,5.3331,6.2845,1.4955
9/1/2008,106.5748,1.7973,1.0582,0.8168,0.6739,1.1102,5.6958,6.6816,1.4342
10/1/2008,99.9659,1.6862,1.1847,0.687,0.6077,1.1429,6.4973,7.4435,1.3266
11/1/2008,96.9656,1.5327,1.2171,0.6591,0.5664,1.191,6.929,7.9612,1.2744
12/1/2008,91.275,1.4854,1.2337,0.6719,0.5597,1.1404,7.0159,8.0124,1.3511
1/1/2009,90.1205,1.4462,1.2248,0.6754,0.551,1.1267,6.9566,8.1044,1.3244
2/1/2009,92.9158,1.4422,1.2452,0.6504,0.516,1.1639,6.871,8.5455,1.2797
3/1/2009,97.855,1.417,1.2645,0.6666,0.5336,1.1555,6.7855,8.5727,1.305
4/1/2009,98.92,1.4712,1.2242,0.7158,0.5729,1.1481,6.6557,8.2297,1.3199
5/1/2009,96.6445,1.5418,1.1528,0.7648,0.6014,1.1076,6.4504,7.7602,1.3646
6/1/2009,96.6145,1.6369,1.1264,0.8025,0.6386,1.0809,6.3915,7.767,1.4014
7/1/2009,94.367,1.6378,1.1229,0.8049,0.6444,1.078,6.3566,7.6843,1.4092
8/1/2009,94.8971,1.6532,1.0872,0.8353,0.6766,1.0683,6.0705,7.1562,1.4266
9/1/2009,91.2748,1.6323,1.0816,0.8622,0.7046,1.0391,5.9006,6.9941,1.4575
10/1/2009,90.3671,1.6212,1.0547,0.9067,0.7386,1.0213,5.6428,6.955,1.4821
11/1/2009,89.2674,1.6599,1.0593,0.9197,0.7301,1.0131,5.643,6.9267,1.4908
12/1/2009,89.9509,1.6226,1.0537,0.9021,0.7169,1.0301,5.7708,7.1384,1.4579
1/1/2010,91.1011,1.6158,1.0438,0.9127,0.7263,1.0345,5.7402,7.1534,1.4266
2/1/2010,90.1395,1.5618,1.0572,0.8857,0.6973,1.0722,5.9182,7.2683,1.368
3/1/2010,90.7161,1.5058,1.0229,0.9123,0.7036,1.0666,5.9204,7.163,1.357
4/1/2010,93.4527,1.5332,1.0052,0.9262,0.7122,1.069,5.9169,7.2026,1.3417
5/1/2010,91.973,1.4669,1.0403,0.8713,0.6984,1.1295,6.2872,7.7042,1.2563
6/1/2010,90.8059,1.4768,1.0376,0.8539,0.6926,1.1255,6.4728,7.8261,1.2223
7/1/2010,87.5005,1.5304,1.0422,0.8786,0.7145,1.053,6.2633,7.4066,1.2811
8/1/2010,85.3727,1.5661,1.0404,0.9004,0.715,1.0388,6.1481,7.3015,1.2903
9/1/2010,84.3571,1.5591,1.033,0.9398,0.7288,1.0002,6.0431,7.0397,1.3103
10/1/2010,81.7285,1.5867,1.0179,0.9818,0.752,0.9686,5.8322,6.677,1.3901
11/1/2010,82.518,1.5961,1.0129,0.9889,0.7723,0.9847,5.9645,6.8201,1.3654
12/1/2010,83.3376,1.5595,1.0081,0.9929,0.7511,0.9689,5.9833,6.8524,1.3221
1/1/2011,82.625,1.5782,0.9939,0.9962,0.7656,0.9565,5.8561,6.6673,1.3371
2/1/2011,82.5368,1.6124,0.9876,1.0084,0.762,0.95,5.7319,6.4342,1.3656
3/1/2011,81.647,1.6159,0.9766,1.0113,0.7423,0.9185,5.5913,6.3493,1.402
4/1/2011,83.1771,1.6379,0.958,1.0588,0.7894,0.8972,5.4015,6.199,1.446
5/1/2011,81.1257,1.6332,0.968,1.0675,0.7959,0.874,5.4766,6.2526,1.4335
6/1/2011,80.4259,1.6219,0.9766,1.0617,0.8157,0.8401,5.4366,6.3273,1.4403
7/1/2011,79.2425,1.6158,0.9553,1.0781,0.848,0.8214,5.4502,6.3957,1.4275
8/1/2011,76.9657,1.6356,0.9817,1.0502,0.8379,0.78,5.4353,6.397,1.4333
9/1/2011,76.7957,1.5771,1.0025,1.022,0.8119,0.8767,5.6257,6.646,1.3747
10/1/2011,76.643,1.5768,1.0198,1.0168,0.7912,0.8958,5.6405,6.6396,1.3732
11/1/2011,77.5595,1.5806,1.0248,1.0112,0.7714,0.9079,5.7405,6.7377,1.3558
12/1/2011,77.7967,1.5587,1.0235,1.0122,0.7699,0.9334,5.8912,6.8553,1.3155
1/1/2012,76.964,1.5524,1.013,1.0415,0.8015,0.9376,5.9424,6.8463,1.291
2/1/2012,78.47,1.5804,0.9967,1.0732,0.8349,0.9118,5.7097,6.6619,1.3238
3/1/2012,82.4659,1.5824,0.9938,1.0526,0.8201,0.9131,5.7074,6.7319,1.3208
4/1/2012,81.2524,1.6,0.9928,1.035,0.818,0.9133,5.7521,6.7359,1.316
5/1/2012,79.6668,1.5924,1.0097,0.998,0.7748,0.9383,5.9151,7.028,1.2806
6/1/2012,79.3152,1.5556,1.028,0.9986,0.7806,0.9576,6.0146,7.0746,1.2541
7/1/2012,78.9348,1.5593,1.0142,1.03,0.7986,0.9783,6.069,6.9504,1.2278
8/1/2012,78.6909,1.5722,0.9924,1.0475,0.8104,0.9681,5.9012,6.6758,1.2406
9/1/2012,78.1353,1.6126,0.9783,1.0406,0.8199,0.9386,5.7467,6.596,1.2885
10/1/2012,79.0132,1.608,0.9872,1.0298,0.8197,0.9323,5.7078,6.64,1.2974
11/1/2012,81.0305,1.5968,0.997,1.0405,0.8195,0.9388,5.718,6.7059,1.2837
12/1/2012,83.7905,1.6145,0.9898,1.0465,0.8312,0.9213,5.6103,6.5936,1.3119
1/1/2013,89.0581,1.5965,0.9921,1.05,0.837,0.9234,5.55,6.4801,1.3304
2/1/2013,93.0016,1.5474,1.0098,1.031,0.8385,0.9212,5.5648,6.3756,1.3347
3/1/2013,94.77,1.508,1.0244,1.0345,0.8284,0.9466,5.7806,6.4455,1.2953
4/1/2013,97.7582,1.5311,1.0187,1.038,0.8479,0.9366,5.7935,6.4867,1.3025
5/1/2013,100.9186,1.5297,1.0196,0.9919,0.8249,0.9557,5.8202,6.5992,1.2983
6/1/2013,97.235,1.5493,1.0314,0.944,0.7904,0.9331,5.8759,6.5848,1.3197
7/1/2013,99.6727,1.5179,1.0402,0.9155,0.7885,0.9449,6.0246,6.6161,1.3088
8/1/2013,97.8123,1.5505,1.0407,0.9037,0.7916,0.9261,5.9677,6.5365,1.3314
9/1/2013,99.21,1.5885,1.0342,0.9303,0.8163,0.9231,5.9662,6.4896,1.3364
10/1/2013,97.77,1.6098,1.0363,0.9519,0.8345,0.9025,5.9491,6.408,1.3646
11/1/2013,100.0737,1.61,1.0486,0.9324,0.8259,0.9129,6.0856,6.5863,1.3491
12/1/2013,103.46,1.6383,1.0639,0.898,0.8224,0.8933,6.1342,6.5328,1.3708
1/1/2014,103.7614,1.647,1.094,0.8858,0.8275,0.9038,6.1622,6.4862,1.3618
2/1/2014,102.1253,1.6558,1.1054,0.8974,0.8297,0.8937,6.1147,6.493,1.3665
3/1/2014,102.3395,1.6624,1.1107,0.9089,0.8539,0.8805,5.9955,6.4114,1.3828
4/1/2014,102.4582,1.6748,1.0992,0.9315,0.8606,0.8828,5.979,6.5488,1.381
5/1/2014,101.7738,1.6842,1.0894,0.9305,0.8605,0.8883,5.9389,6.5719,1.3739
6/1/2014,102.0629,1.6908,1.083,0.9365,0.8621,0.8958,6.0437,6.6859,1.3595
7/1/2014,101.74,1.7066,1.0739,0.9389,0.8687,0.8978,6.1992,6.8189,1.3533
8/1/2014,102.9438,1.67,1.0926,0.9309,0.8437,0.9098,6.1935,6.8983,1.3315
9/1/2014,107.4257,1.629,1.1011,0.9042,0.8134,0.937,6.3525,7.1302,1.2889
10/1/2014,108.0264,1.6074,1.1212,0.8781,0.7876,0.9528,6.56,7.2456,1.2677
11/1/2014,116.2994,1.5771,1.1325,0.8644,0.7834,0.9642,6.809,7.4155,1.2473
12/1/2014,119.3233,1.5644,1.1532,0.8257,0.7766,0.9753,7.2772,7.6289,1.2329
1/1/2015,118.25,1.5142,1.2122,0.8064,0.7628,0.9443,7.6865,8.1131,1.1615
2/1/2015,118.76,1.5329,1.2499,0.7797,0.7454,0.9361,7.5861,8.3537,1.135
3/1/2015,120.3945,1.4958,1.2618,0.7724,0.746,0.9798,7.9952,8.5448,1.0819
4/1/2015,119.5095,1.4968,1.2337,0.774,0.7596,0.9595,7.8774,8.6321,1.0822
5/1/2015,120.798,1.5456,1.2176,0.7891,0.7383,0.9316,7.5503,8.335,1.1167
6/1/2015,123.7186,1.5576,1.2365,0.7715,0.6985,0.9321,7.8111,8.2653,1.1226
7/1/2015,123.3109,1.556,1.2863,0.7407,0.665,0.9547,8.1255,8.5325,1.0997
8/1/2015,123.0038,1.5578,1.3147,0.7295,0.6549,0.9685,8.2524,8.5515,1.1136
9/1/2015,120.1476,1.5338,1.3266,0.7059,0.6339,0.9725,8.2845,8.3659,1.1229
10/1/2015,120.0481,1.5343,1.3072,0.72,0.6693,0.9687,8.27,8.3314,1.1228
11/1/2015,122.6432,1.5194,1.3279,0.7146,0.6554,1.0098,8.6394,8.6829,1.0727
12/1/2015,121.635,1.4981,1.3713,0.7247,0.6748,0.9951,8.6971,8.4938,1.0889
1/1/2016,118.2258,1.4392,1.4208,0.7011,0.6534,1.0082,8.8194,8.5483,1.0855
2/1/2016,114.6155,1.429,1.3797,0.7134,0.6633,0.992,8.6127,8.4804,1.1092
3/1/2016,112.9317,1.4249,1.3226,0.7504,0.6745,0.9811,8.4754,8.3394,1.1134
4/1/2016,109.5519,1.4319,1.2818,0.7664,0.6892,0.9634,8.2082,8.111,1.1346
5/1/2016,108.8481,1.4524,1.2945,0.7318,0.6807,0.9777,8.2269,8.2154,1.1312
6/1/2016,105.3509,1.4197,1.2894,0.7401,0.7041,0.9695,8.3064,8.3043,1.1232
7/1/2016,104.191,1.3134,1.3052,0.7529,0.7132,0.983,8.4795,8.5722,1.1055
8/1/2016,101.2383,1.3101,1.2998,0.7629,0.7235,0.9711,8.3009,8.4693,1.1207
9/1/2016,101.7843,1.314,1.3108,0.7591,0.7312,0.9732,8.1957,8.5311,1.1218
10/1/2016,103.9075,1.233,1.3251,0.7615,0.7153,0.9876,8.1722,8.821,1.1014
11/1/2016,108.443,1.2432,1.3434,0.7532,0.7153,0.9963,8.4147,9.1266,1.0792
12/1/2016,115.9981,1.2483,1.3339,0.7346,0.7039,1.0194,8.5617,9.207,1.0545
1/1/2017,114.8721,1.2367,1.3183,0.7465,0.7132,1.0075,8.457,8.9451,1.0635
2/1/2017,112.9116,1.2495,1.3109,0.7664,0.7229,1.001,8.3215,8.9007,1.065
3/1/2017,112.9165,1.2347,1.3387,0.7622,0.7006,1.0015,8.5063,8.9147,1.0691
4/1/2017,110.091,1.2639,1.3437,0.7534,0.6969,1.0009,8.5855,8.9616,1.0714
5/1/2017,112.2436,1.2929,1.3606,0.7437,0.6946,0.9867,8.5059,8.7826,1.105
6/1/2017,110.9141,1.281,1.3295,0.7562,0.7233,0.9681,8.4594,8.6779,1.1233
7/1/2017,112.417,1.2996,1.269,0.7807,0.7358,0.9604,8.1473,8.3129,1.153
8/1/2017,109.827,1.2952,1.2608,0.7915,0.7303,0.9653,7.8885,8.0835,1.1813
9/1/2017,110.776,1.334,1.2279,0.7974,0.7259,0.9625,7.8382,8.0096,1.1913
10/1/2017,112.9148,1.3202,1.2607,0.7788,0.7041,0.9821,7.997,8.1776,1.1755
11/1/2017,112.819,1.3217,1.2773,0.762,0.6886,0.9915,8.1946,8.3893,1.1743
12/1/2017,112.9405,1.3404,1.2769,0.7648,0.6966,0.987,8.3178,8.3925,1.1836
1/1/2018,110.871,1.3824,1.2429,0.7956,0.7263,0.9604,7.9039,8.048,1.2197
2/1/2018,107.97,1.3961,1.2588,0.7867,0.7305,0.9355,7.8394,8.0542,1.234
3/1/2018,106.0468,1.3976,1.2933,0.7759,0.7258,0.948,7.7702,8.2406,1.2334
4/1/2018,107.6562,1.4079,1.2732,0.7684,0.7244,0.9687,7.8471,8.4596,1.227
5/1/2018,109.6882,1.347,1.2866,0.7525,0.6953,0.9969,8.0963,8.7555,1.1823
6/1/2018,110.0638,1.3294,1.3125,0.7498,0.6942,0.99,8.1104,8.801,1.1679
7/1/2018,111.521,1.3162,1.3133,0.7403,0.6789,0.9948,8.1307,8.8239,1.1685
8/1/2018,110.9965,1.2878,1.3042,0.7325,0.6669,0.988,8.3398,9.069,1.1547
9/1/2018,112.0974,1.3066,1.3034,0.7206,0.6598,0.9683,8.2464,8.9395,1.1667
10/1/2018,112.7218,1.3012,1.3004,0.7111,0.6537,0.994,8.2545,9.0391,1.1488
11/1/2018,113.338,1.29,1.3205,0.7247,0.6777,1.0011,8.4797,9.0676,1.1364
12/1/2018,112.1994,1.2664,1.3436,0.7169,0.6819,0.9919,8.6263,9.0303,1.138
1/1/2019,108.9605,1.2901,1.33,0.7151,0.6782,0.9897,8.5476,8.995,1.1418
2/1/2019,110.44,1.3016,1.3209,0.7136,0.683,1.0014,8.5855,9.2481,1.1349
3/1/2019,111.1443,1.3167,1.3371,0.7082,0.6835,1.0005,8.6072,9.2931,1.1296
4/1/2019,111.6414,1.3029,1.3378,0.7111,0.6715,1.0084,8.5623,9.328,1.1234
5/1/2019,109.9714,1.2855,1.346,0.6945,0.6562,1.0107,8.7387,9.5921,1.1187
6/1/2019,108.0685,1.2675,1.3289,0.6946,0.6602,0.988,8.6329,9.4085,1.1295
7/1/2019,108.2864,1.2461,1.3105,0.6978,0.6679,0.988,8.6196,9.4191,1.1211
8/1/2019,106.1886,1.216,1.3273,0.6775,0.6434,0.9787,8.9659,9.6467,1.1129
9/1/2019,107.54,1.2369,1.3241,0.6815,0.6345,0.9906,9.0053,9.7086,1.1011
10/1/2019,108.1368,1.2657,1.3189,0.6798,0.6337,0.993,9.1528,9.7675,1.1058
11/1/2019,108.8579,1.2884,1.3237,0.6827,0.6397,0.9929,9.15,9.6381,1.1051
12/1/2019,109.101,1.3109,1.3169,0.6887,0.6599,0.9826,9.024,9.4324,1.1114
1/1/2020,109.2667,1.3076,1.3089,0.6851,0.6601,0.9698,8.9615,9.5099,1.1098
2/1/2020,110.0295,1.2953,1.3286,0.6664,0.639,0.9762,9.2957,9.6881,1.0911
3/1/2020,107.6673,1.2369,1.396,0.6218,0.6056,0.9593,10.2403,9.8437,1.1046
4/1/2020,107.7386,1.242,1.4048,0.6312,0.6015,0.9701,10.4199,10.0164,1.0871
5/1/2020,107.2,1.2302,1.3972,0.6517,0.6087,0.9692,10.0926,9.7286,1.0907
6/1/2020,107.5782,1.2523,1.3552,0.6899,0.6448,0.9513,9.533,9.3105,1.1259
7/1/2020,106.6818,1.2701,1.3497,0.704,0.6593,0.9327,9.2777,9.0097,1.1488
8/1/2020,106.0129,1.3143,1.3229,0.7203,0.66,0.9099,8.9422,8.7103,1.1831
9/1/2020,105.589,1.2947,1.323,0.7224,0.6665,0.9149,9.1621,8.8554,1.1785
10/1/2020,105.2095,1.298,1.3218,0.7121,0.6638,0.9124,9.2956,8.8346,1.1768
11/1/2020,104.4061,1.3198,1.3073,0.727,0.6856,0.911,9.0999,8.6569,1.1826
12/1/2020,103.7952,1.3434,1.2809,0.7532,0.7093,0.8884,8.7071,8.3631,1.2168
1/1/2021,103.7883,1.3641,1.2725,0.7726,0.72,0.8865,8.5096,8.2867,1.2178
2/1/2021,105.3774,1.3867,1.2696,0.7753,0.7245,0.8979,8.5083,8.3437,1.2094
